,model,target_dataset,model_name,dataset_name,task_type,metric,batch_size,dataset_path,runtime,score
138,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,ag_news,YeRyeongLee/electra-base-discriminator-finetuned-filtered-0602,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,263.8616819381714,-0.3308608332604728
139,isakbos/Q8BERT_COLA_L_512,ag_news,isakbos/Q8BERT_COLA_L_512,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,221.7809677124024,-0.3317551770981242
140,matthewburke/korean_sentiment,ag_news,matthewburke/korean_sentiment,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,357.6232120990753,-0.3480288736294921
141,w11wo/sundanese-bert-base-emotion-classifier,ag_news,w11wo/sundanese-bert-base-emotion-classifier,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,241.3122625350952,-0.3931263092508443
142,navteca/quora-roberta-base,ag_news,navteca/quora-roberta-base,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,221.71875882148743,-0.4051837650102725
143,cross-encoder/quora-roberta-base,ag_news,cross-encoder/quora-roberta-base,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,222.5173876285553,-0.4054077931357794
144,chiragasarpota/scotus-bert,ag_news,chiragasarpota/scotus-bert,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,36.78598117828369,-0.4771464050022186
145,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,ag_news,JNK789/distilbert-base-uncased-finetuned-tweets-emoji-dataset,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,138.64687585830688,-0.5819986357592692
146,Raychanan/COVID_RandomOver,ag_news,Raychanan/COVID_RandomOver,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,289.534836769104,-0.5819986398204146
147,philschmid/tiny-distilbert-classification,ag_news,philschmid/tiny-distilbert-classification,,sequence_classification,TransferabilityMetric.LOG_ME,16.0,ag_news,20.82834267616272,-0.7114963265668208
